Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
1,0.0,0.0,1.0,718.0,718.0,359.0,359.0,0.0,,,1.0,0.038819074630737305,,,,,,,,,,,,,,,,,,,,,-0.01628284933971899,5.496623127686533,39.672000000000025,-15.357599999996978,,,,
2,358.0,0.0,0.0,1436.0,1436.0,359.0,718.0,0.0,44.921080000015536,44.921080000015536,1.0,28.877697467803955,,,,,,,,,1900.6886097146146,2366.476439126669,13833.326171875,385.8292236328125,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,95276.6,110918.59,470948.25,1.0630072,0.3716437317772874,1.6494271116533639,9.739240000002042,-4.256022800002077,0.934033719847298,3.54863747971772,10.000000560933803,-10.00000006697336
3,717.0,0.0,0.0,2154.0,2154.0,359.0,1077.0,0.0,19.87735999998472,19.87735999998472,1.0,51.25587320327759,,,,,,,,,649.9556722800825,100.1445656904988,1506.450927734375,610.3814697265625,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,9968.252,31014.371,168148.55,0.84710485,0.1644505485681187,1.1191045544614455,4.200000000000841,-4.591489999998998,0.034148138200539496,0.6961687096992116,9.49302864971809,-8.085434786649127
4,1076.0,0.0,0.0,2872.0,2872.0,359.0,1436.0,0.0,52.37554000001296,52.37554000001296,1.0,74.09335803985596,,,,,,,,,636.2750196403631,80.0177249620612,1897.2353515625,621.1153564453125,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,3607.7646,18613.555,183346.55,0.82181716,0.43331641045693176,1.685621922327754,7.382259999996563,-6.0259199999976545,0.03939699889361393,0.26911832070604547,5.284277675836348,-5.872341614789183
5,1435.0,0.0,0.0,3590.0,3590.0,359.0,1795.0,0.0,6.63167000001215,6.63167000001215,0.0,97.60003328323364,,,,,,,,,636.1269776754539,87.46185785415877,1741.7550048828125,551.5191650390625,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,2643.807,16822.127,169202.88,0.7951327,0.050497390158858374,0.8911010485125261,5.631080000001134,-6.988450000001421,0.07216765661350273,0.298345360509599,6.057986509554258,-7.481205360927581
6,1794.0,0.0,0.0,4308.0,4308.0,359.0,2154.0,0.0,-1.7868899999939458,-1.7868899999939458,1.0,119.6341872215271,,,,,,,,,630.483954743966,43.3128476099271,1388.586181640625,623.0332641601562,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,1195.0627,11575.64,149072.56,0.72394794,-0.014783403869030685,0.4861523867399921,2.8000000000050704,-4.586889999999016,0.12296509736963858,0.195246035261362,4.512523623029054,-8.326532530599515
7,2153.0,0.0,0.0,5026.0,5026.0,359.0,2513.0,0.0,16.542819999997732,16.542819999997732,1.0,144.02455711364746,,,,,,,,,629.273884352359,28.12313987843991,1127.65576171875,623.7214965820312,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,1321.4078,11435.662,168229.97,0.76783085,0.13686303532588653,1.1408835468412906,11.206720000002292,-0.6000000000038881,0.21126083090271902,0.12250926470088438,3.5065035779302707,-8.3027487423767
8,2512.0,0.0,0.0,5744.0,5744.0,359.0,2872.0,0.0,-3.0000000000019327,-3.0000000000019327,1.0,169.94512248039246,,,,,,,,,627.9250725261326,18.798718657131907,963.6364135742188,619.7333984375,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,758.7482,7871.852,107666.54,0.738704,-0.024819777158790364,0.27038151334103905,0.0,-3.0000000000019327,0.281267754931937,0.3454612850712252,4.389851196422789,-6.089631158482794
9,2871.0,0.0,0.0,6462.0,6462.0,359.0,3231.0,0.0,27.912610000002587,27.912610000002587,1.0,194.10700058937073,,,,,,,,,626.8546028350319,12.701636543056471,846.9332885742188,613.711181640625,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,987.0024,8315.847,96970.945,0.90842295,0.23092825337328043,1.339940655305668,13.200000000002092,-2.368200000002389,0.3974485560015979,0.3016219771459868,6.771017866805779,-3.887818115089512
10,3230.0,0.0,0.0,7180.0,7180.0,359.0,3590.0,0.0,40.58016000000953,40.58016000000953,0.0,218.1842451095581,,,,,,,,,627.2876252755107,22.692432974175336,1016.9441528320312,618.5079345703125,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,901.2458,9380.176,117314.04,1.1390938,0.33300009252374985,0.6255788020005155,3.1483825839987487,-0.9860499999977037,0.5462544701890901,0.2733674093528667,6.723003438395885,-6.311826551794841
