Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
12,3948.0,0.0,0.0,8616.0,8616.0,359.0,4308.0,0.0,29.78014999999789,29.78014999999789,1.0,212.53019881248474,3.3954900000018595,3.3954900000018595,0.0,,,,,,590.9338736933703,5.312621848858628,599.5364379882812,543.166748046875,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,131.71123,1593.4231,28479.383,2.131265,0.24637889558494075,0.6840169206945084,2.958750000001828,-1.7699399999985417,3.3159509044749433,0.7909661883199363,9.430902617039802,1.762218647263945
13,4307.0,0.0,0.0,9334.0,9334.0,359.0,4667.0,0.0,67.1745700000007,67.1745700000007,1.0,234.53760528564453,,,,,,,,,578.6776095768593,25.740117065089997,1053.1732177734375,537.3082885742188,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,772.249,11804.273,216023.6,2.1636224,0.5557526193788359,2.2520177877145793,8.329960000002984,-9.536639999996282,4.158088217519233,0.7209284887723614,9.21148189400762,2.6517830288402466
14,4666.0,0.0,0.0,10052.0,10052.0,359.0,5026.0,0.0,114.98961000001668,114.98961000001668,1.0,250.2489333152771,,,,,,,,,570.2168954177941,24.00329568170991,993.9679565429688,533.4716186523438,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,1074.0531,11975.458,153169.98,2.1069887,0.9513388319249292,1.3273360498210431,5.5477827160045745,-1.141620000003286,4.596621939530371,0.6190628411190422,8.840816552537806,2.108877640100666
15,5025.0,0.0,0.0,10770.0,10770.0,359.0,5385.0,0.0,95.53853999996568,95.53853999996568,0.0,267.57484436035156,,,,,,,,,558.5791801580503,11.397061537590963,725.3452758789062,521.187744140625,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,931.099,8461.305,103125.04,2.0600932,0.7904150909579334,1.676287749877173,6.981328264004924,-5.552960000001121,4.991012131924236,0.5678357256368894,8.64845038029508,2.6570452202307937
16,5384.0,0.0,0.0,11488.0,11488.0,359.0,5744.0,0.0,150.08319999999162,150.08319999999162,1.0,284.9678764343262,,,,,,,,,556.4802542745068,66.20627132804472,1434.7869873046875,544.6629638671875,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,1632.2716,15786.508,206625.34,1.7347481,1.2416771930918526,2.1418992169273716,9.415909385997804,-3.731029999998327,5.231577882709172,0.56181540063214,7.245723152436972,3.665245832749431
17,5743.0,0.0,0.0,12206.0,12206.0,359.0,6103.0,0.0,58.907469999993054,58.907469999993054,1.0,301.89787554740906,,,,,,,,,544.2843751534404,14.134935614506244,771.8104248046875,457.20391845703125,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,342.2872,6338.8594,120111.23,2.0886533,0.48735675946233814,1.2610036016741046,7.426719999996635,-0.7841199999963919,5.465909888680933,0.61928633399731,9.90971347556135,-4.12074066170859
18,6102.0,0.0,0.0,12924.0,12924.0,359.0,6462.0,0.0,116.22660999997447,116.22660999997447,1.0,317.70475721359253,,,,,,,,,534.4109118584148,63.55140655099357,1732.554931640625,515.7435302734375,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,548.01636,10234.162,193916.81,2.20856,0.961572853373048,2.117776727387013,12.923283383999067,-5.151329999995596,5.826740447670208,0.5355412892832153,9.402844019172774,4.014735590017908
19,6461.0,0.0,0.0,13642.0,13642.0,359.0,6821.0,0.0,-3.929899999994177,-3.929899999994177,1.0,334.438364982605,,,,,,,,,518.5329387813973,5.738990339343935,554.5047607421875,458.30377197265625,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,166.93515,3026.4373,57349.613,2.0920596,-0.032513080752040936,4.470040135306203,5.000478665998612,-47.68100999999774,6.171982721464398,0.48111303672636596,9.05755265372133,4.506154005175109
20,6820.0,0.0,0.0,14360.0,14360.0,359.0,7180.0,0.0,41.36342000000525,41.36342000000525,0.0,353.88375759124756,,,,,,,,,507.26268329300694,7.584971282787234,635.1744384765625,470.1687316894531,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,380.69244,5469.329,102087.766,2.3126383,0.3422102889749738,0.8270156140943721,4.639663901996003,0.0,6.481174659314063,0.42801523776507977,8.978484261023272,5.007732631943293
21,7180.0,0.0,0.0,15078.0,15078.0,359.0,7539.0,0.0,,,0.0,378.75636053085327,,,,,,,,,,,,,,,,,,,,,,,,,6.3031945571616035,0.4404613698941321,6.840439531167098,5.55208811258776
22,7538.0,0.0,0.0,15796.0,15796.0,359.0,7898.0,0.0,95.09754999999598,95.09754999999598,1.0,396.07659554481506,68.99545399999587,68.99545399999587,0.0,,,,,,513.9576263427734,2.8716908200311346,522.0317993164062,506.48638916015625,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,6.1461544,2.5984287,17.033487,2.0032907,0.7867666664484346,1.2078416542949142,4.845099999994545,-1.200000000003456,6.319406248441489,0.46222747325844143,6.971825335542963,5.5032673376845205
23,7897.0,0.0,0.0,16514.0,16514.0,359.0,8257.0,0.0,12.930039999996325,12.930039999996325,1.0,412.3203327655792,,,,,,,,,508.04775890158544,3.0362982199558513,535.5926513671875,501.1435546875,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,155.31013,2811.5762,53278.164,2.1787438,0.10697357048464926,0.47350604438317667,3.189119999998752,0.0,6.450430399454142,0.46167095144942716,9.37064941157256,3.226606561090012
24,8256.0,0.0,0.0,17232.0,17232.0,359.0,8616.0,0.0,26.541060000015364,26.541060000015364,1.0,430.50426602363586,,,,,,,,,502.9008468542685,4.920665475009537,514.660400390625,435.7503967285156,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,6.633553,8.904335,143.35226,1.9285016,0.21958106491934712,1.2362113782219566,9.50976000000071,-4.7092799999959425,6.564740153148785,0.47513528234108315,9.19285054387122,4.705492239947983
25,8615.0,0.0,0.0,17950.0,17950.0,359.0,8975.0,0.0,33.29361000003041,33.29361000003041,0.0,448.0109746456146,,,,,,,,,507.91429052938963,3.4723943199625666,522.9478759765625,497.27862548828125,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,6.029855,3.269963,36.950733,1.8312546,0.2754466603372989,1.0085124965067025,3.6884658000069406,-7.364479999995183,6.4684154521765205,0.4784962600572494,7.250964720919563,2.5189639460767594
26,8974.0,0.0,0.0,18668.0,18668.0,359.0,9334.0,0.0,14.510550000011108,14.510550000011108,1.0,466.6061358451843,,,,,,,,,508.85263913969754,3.605047737917359,528.9815673828125,467.8771057128906,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,158.06306,2873.7573,54456.03,1.9261401,0.12004953915050971,0.5117694979517018,2.781519999996135,-1.385159999995949,6.432640917171992,0.4976424768252953,9.411448309683792,1.072011988300042
27,9333.0,0.0,0.0,19386.0,19386.0,359.0,9693.0,0.0,44.62780999998404,44.62780999998404,1.0,488.64295983314514,,,,,,,,,506.5622094010508,4.253121202876567,522.8722534179688,446.91143798828125,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,6.3401246,9.343086,156.80338,1.2791994,0.3692174330945754,0.8647643665334418,4.361279999997805,-2.745388800000512,6.5013290071170715,0.5100643326566042,9.583036014848807,1.1865264783511522
28,9692.0,0.0,0.0,20104.0,20104.0,359.0,10052.0,0.0,97.47739999999635,97.47739999999635,1.0,514.9629702568054,,,,,,,,,510.2768321969656,12.586156023414233,742.8013916015625,489.58514404296875,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,405.9937,7567.799,143395.33,1.7405262,0.8064557820055407,1.4487520657458552,8.868900109997863,-2.799999999996089,6.428526787726483,0.5328583819295175,8.923966137773347,4.134862144594082
29,10051.0,0.0,0.0,20822.0,20822.0,359.0,10411.0,0.0,121.71919000000992,121.71919000000992,1.0,542.4404604434967,,,,,,,,,511.2576712496454,2.9025173053240607,534.863525390625,504.40185546875,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,5.5567503,3.1769881,45.26708,1.7812703,1.0070143905822548,1.386484917604281,4.8345626580060195,-3.751439999996819,6.391751415082842,0.5242688875948663,8.609956991092714,1.9740835947915918
30,10410.0,0.0,0.0,21540.0,21540.0,359.0,10770.0,0.0,18.06789999999046,18.06789999999046,0.0,570.7436633110046,,,,,,,,,514.5917625214134,82.4774686874532,2072.337158203125,504.42047119140625,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,585.10864,10954.015,207555.12,1.947398,0.1494804172422609,0.7327515887093725,4.543541045007922,-4.349683800002193,6.422448783128825,0.5312046634428924,7.0072939248209885,5.36299362324644
31,10770.0,0.0,0.0,22258.0,22258.0,359.0,11129.0,0.0,,,0.0,603.2741024494171,,,,,,,,,,,,,,,,,,,,,,,,,6.398690582278273,0.5227304558413782,6.941599572157962,3.924071737003784
32,11128.0,0.0,0.0,22976.0,22976.0,359.0,11488.0,0.0,255.9651099999885,255.9651099999885,1.0,626.2115812301636,3.3045359999995525,3.3045359999995525,0.0,,,,,,505.44033608889447,3.003344801622286,514.8609008789062,497.7501220703125,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,5.3313313,2.4712741,17.054962,1.7738726,2.117665663540295,3.496273917585042,16.31645519699945,-0.48312000000316857,6.51023516510566,0.5061983265923564,9.31543023137884,5.06296921670514
33,11487.0,0.0,0.0,23694.0,23694.0,359.0,11847.0,0.0,12.981309999987502,12.981309999987502,1.0,648.8530559539795,,,,,,,,,506.0493528057077,31.725214686552253,931.1152954101562,494.7450866699219,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,982.391,11837.647,179863.89,1.5942115,0.10685172376312427,1.0274155444419688,9.563519999996288,-3.7445200000026944,6.561654534596212,0.48149094107006657,7.121572699461105,5.596261177996214
34,11846.0,0.0,0.0,24412.0,24412.0,359.0,12206.0,0.0,13.86263999999278,13.86263999999278,1.0,671.5471611022949,,,,,,,,,501.83562899967814,3.3561443305299887,508.15008544921875,455.25628662109375,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,5.70152,3.8894706,62.346718,1.8716142,0.1146892118773776,1.6029218251732722,17.3999999999985,-3.5373600000057195,6.602013642298738,0.48719992963559816,9.53790826673161,3.4511881641524162
35,12205.0,0.0,0.0,25130.0,25130.0,359.0,12565.0,0.0,70.67708000000482,70.67708000000482,0.0,694.1895370483398,,,,,,,,,502.08402554815706,2.9640790995484516,513.5975341796875,494.55615234375,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,5.7953615,3.1767433,30.49547,1.4242022,0.5847297919443295,1.110188383797966,6.540920000000142,-1.696679999998537,6.601658468332245,0.47245095922291724,7.54878362789262,4.563009224209236
36,12564.0,0.0,0.0,25848.0,25848.0,359.0,12924.0,0.0,36.36736000000667,36.36736000000667,1.0,718.7174167633057,,,,,,,,,504.5314375381896,5.708196776467711,600.44091796875,487.7725524902344,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,342.4252,6368.0664,120663.47,1.5119872,0.3008765903510301,0.8379494329463444,4.702734912000343,-1.1747399999990193,6.56764932027177,0.48871184108045107,7.993194644330018,3.6298466629348702
37,12923.0,0.0,0.0,26566.0,26566.0,359.0,13283.0,0.0,45.78671000000418,45.78671000000418,1.0,742.6995329856873,,,,,,,,,504.7961476928029,2.4943989639239823,513.87744140625,492.2830810546875,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,5.4494677,2.714962,19.725342,1.5265224,0.37880531301117665,1.0084688010095924,6.218142864001963,-2.9076300000018125,6.562661048622207,0.4938706087689888,7.203264794409099,5.154633886460216
38,13282.0,0.0,0.0,27284.0,27284.0,359.0,13642.0,0.0,51.16918999998859,51.16918999998859,1.0,764.5705349445343,,,,,,,,,503.4765426380008,2.471897973170593,517.3812866210938,496.16204833984375,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,85.382706,1510.0531,28616.951,1.5004927,0.4233359643982342,1.3414321951962531,4.5694099999990385,-7.4924600000009605,6.593623349212374,0.4915571292627974,7.140718325505533,5.601821595556441
39,13641.0,0.0,0.0,28002.0,28002.0,359.0,14001.0,0.0,79.64608999999075,79.64608999999075,1.0,787.0208117961884,,,,,,,,,501.90078198310385,5.166868396273051,515.754638671875,425.44549560546875,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,79.65921,1265.8236,23873.107,1.7979456,0.6589327351224862,2.432024306252616,12.026626062003714,-6.386160000003201,6.630061534968056,0.47823476439774393,9.505116842560476,5.593726732273354
40,14000.0,0.0,0.0,28720.0,28720.0,359.0,14360.0,0.0,3.882919999994101,3.882919999994101,0.0,808.9388432502747,,,,,,,,,504.8473539725362,53.517264624617525,1514.133056640625,461.6505126953125,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,593.16473,10453.022,197688.33,1.543939,0.032124403041733925,1.214836871711238,6.244640000000686,-6.538949999994429,6.6222969108206495,0.4751681368508877,9.515808793785407,4.4454454324673875
41,14360.0,0.0,0.0,29438.0,29438.0,359.0,14719.0,0.0,,,0.0,843.0803408622742,,,,,,,,,,,,,,,,,,,,,,,,,6.5961190541686605,0.47019149379383984,7.105458197018325,5.710984589453293
42,14718.0,0.0,0.0,30156.0,30156.0,359.0,15078.0,0.0,51.7324499999994,51.7324499999994,1.0,866.6792135238647,19.103041999996663,19.103041999996663,0.0,,,,,,502.7965322313362,2.482119470802675,510.04803466796875,496.13043212890625,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,5.2761607,2.669444,16.463324,1.4875743,0.4279959602924742,2.1900488783147902,10.970219999999244,-7.615529999997875,6.596293502866519,0.47506497847983226,7.145220117184364,5.661565362050897
43,15077.0,0.0,0.0,30874.0,30874.0,359.0,15437.0,0.0,85.25692999999342,85.25692999999342,1.0,890.7412464618683,,,,,,,,,501.4572095817694,2.4766411567847575,509.41485595703125,494.2084655761719,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,5.127467,2.5879111,16.700006,1.6039131,0.7053526679470208,1.1747367808812865,5.13161999999852,0.0,6.627828980148726,0.4715328358546672,7.179291867480062,5.351041767492104
44,15436.0,0.0,0.0,31592.0,31592.0,359.0,15796.0,0.0,30.752600000008897,30.752600000008897,1.0,913.9819777011871,,,,,,,,,501.55877958329694,7.549343883668104,632.3102416992188,486.9739990234375,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,375.54364,5410.0283,95903.54,1.09007,0.25442422635104855,0.7422962246554033,3.5890200000013692,0.0,6.648054445513754,0.5040991417686189,9.930700057461054,0.17986002336601886
45,15795.0,0.0,0.0,32310.0,32310.0,359.0,16155.0,0.0,24.911600000005024,24.911600000005024,0.0,936.3369557857513,,,,,,,,,504.86335805541313,2.7608730206162737,511.5470275878906,477.3876953125,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,27.567047,416.09204,7888.3,1.7768887,0.20610012022288277,0.6392644062144164,3.9999999999995453,-1.3893599999959179,6.57833734497498,0.47030271679247454,8.365737346140268,5.230239804822486
46,16154.0,0.0,0.0,33028.0,33028.0,359.0,16514.0,0.0,63.76505999998301,63.76505999998301,1.0,959.4240915775299,,,,,,,,,504.86993007553355,2.478743706771084,512.7015380859375,482.63201904296875,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,4.935782,2.9547262,39.249374,1.3849447,0.527544859905152,1.113193460808923,4.6188769799961,-3.72532999999828,6.561518672557243,0.4552786689263975,8.998623091350025,4.381337237027197
47,16513.0,0.0,0.0,33746.0,33746.0,359.0,16873.0,0.0,37.97285000000852,37.97285000000852,1.0,982.4669375419617,,,,,,,,,507.2200522822375,2.3429166347000043,515.097900390625,501.6952209472656,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,5.0322456,2.4142287,22.119488,1.3427821,0.31415922502792565,1.2382831279512014,6.06329000000062,-8.12348460000173,6.495044616137633,0.49100415057659297,7.032686764911342,5.49432228251868
48,16872.0,0.0,0.0,34464.0,34464.0,359.0,17232.0,0.0,19.702710000000934,19.702710000000934,1.0,1006.1875112056732,,,,,,,,,510.2835019074339,21.275640948544748,910.009033203125,502.6307373046875,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,622.44574,11667.117,221066.14,1.5495203,0.16300562387465953,1.2616761973295816,12.955150000000799,-1.3932799999959116,6.438262292334254,0.5238832909738202,7.011912271578331,4.186524013080635
49,17231.0,0.0,0.0,35182.0,35182.0,359.0,17591.0,0.0,65.71027999999137,65.71027999999137,1.0,1030.6012976169586,,,,,,,,,513.6330943187522,2.1445945073831343,521.45361328125,508.0330505371094,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,4.62169,2.2487273,17.860044,1.1412796,0.5436381688801515,1.5777346066658198,8.952520000002437,-4.134899999997856,6.3335196162992515,0.5440922032154817,7.162080059989249,4.172554508793869
50,17590.0,0.0,0.0,35900.0,35900.0,359.0,17950.0,0.0,2.2693800000009787,2.2693800000009787,0.0,1055.2720260620117,,,,,,,,,514.9751799173196,3.1121273334897968,545.8482055664062,505.6728820800781,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,5.2464395,6.942137,109.02876,1.2425452,0.01877516862953455,1.0786235883145054,9.799999999997567,-6.7384600000001456,6.27951542647128,0.6341619046634304,8.93989976682359,-2.259478618341563
51,17950.0,0.0,0.0,36618.0,36618.0,359.0,18309.0,0.0,,,0.0,1093.8303215503693,,,,,,,,,,,,,,,,,,,,,,,,,6.369967676975475,0.580863001338235,6.951160571285879,5.255526991421145
52,18308.0,0.0,0.0,37336.0,37336.0,359.0,18668.0,0.0,2.2000000000010687,2.2000000000010687,1.0,1118.658284187317,3.2714159999992716,3.2714159999992716,0.0,,,,,,510.71638292706876,3.67730257897459,566.7987060546875,504.2751770019531,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,5.2205067,6.9898276,129.2582,1.1605825,0.018201169916443383,0.19827977645006387,2.2000000000010687,0.0,6.422070730175739,0.5896512787323619,8.412722213499446,-4.0581855720489335
53,18667.0,0.0,0.0,38054.0,38054.0,359.0,19027.0,0.0,63.31850999999506,63.31850999999506,1.0,1142.0877032279968,,,,,,,,,512.2129765515887,2.223779380078681,519.9290161132812,507.3216857910156,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,4.411885,2.085256,11.93532,1.0353787,0.5238504360751681,2.477363324966223,21.359799999997676,-3.9441999999995687,6.391931154400853,0.5185230708031415,6.975031130962089,5.347052872728092
54,19026.0,0.0,0.0,38772.0,38772.0,359.0,19386.0,0.0,34.66948999999124,34.66948999999124,1.0,1166.443974494934,,,,,,,,,514.9632411509252,11.313331291478027,725.0179443359375,507.1048278808594,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,359.775,6714.9956,127235.875,1.2454118,0.28682967200271303,1.279864234932012,10.809490120000971,-2.4000000000023647,6.350473901618364,0.5026119664450408,8.565350776258246,3.075776562611627
55,19385.0,0.0,0.0,39490.0,39490.0,359.0,19745.0,0.0,67.1188499999937,67.1188499999937,0.0,1189.8680386543274,,,,,,,,,513.9774258576292,2.615068504736148,520.5521240234375,491.94293212890625,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,4.5748763,2.8570995,43.093044,1.4580086,0.555291633384349,1.0052652036276954,5.9430315960006705,-1.9899999999997817,6.359486481052629,0.4786277202435998,9.343870885184234,4.622056833588085
56,19744.0,0.0,0.0,40208.0,40208.0,359.0,20104.0,0.0,35.80926000002046,35.80926000002046,1.0,1212.8265407085419,,,,,,,,,512.9345170346053,1.8724277999052918,518.728515625,508.155517578125,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,4.415597,2.079032,10.84987,1.2958564,0.29625928447370686,0.9680581184109959,4.979387118002872,-4.320359999997777,6.380112381783543,0.45916930907975273,6.859448146594514,5.446941627592223
57,20103.0,0.0,0.0,40926.0,40926.0,359.0,20463.0,0.0,20.616220000011936,20.616220000011936,1.0,1236.2528610229492,,,,,,,,,511.7377805230338,2.118649273379449,517.2603759765625,506.21002197265625,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,4.455806,2.0168388,12.651716,1.3205724,0.17056332875218788,0.7411516672287135,7.151056065002733,-0.8000000000007503,6.410418781343843,0.4407356646446283,6.888433660946889,5.499790509697051
58,20462.0,0.0,0.0,41644.0,41644.0,359.0,20822.0,0.0,52.61839999999472,52.61839999999472,1.0,1260.2235958576202,,,,,,,,,512.8131320889436,2.013528260156547,519.7017822265625,506.525146484375,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,4.4338484,2.747247,34.627968,1.2400701,0.4353256541503741,0.8538578065834418,4.08447669600091,-0.974116562997664,6.392213982542298,0.4269423449462298,7.402754017101115,4.666356484908312
59,20821.0,0.0,0.0,42362.0,42362.0,359.0,21181.0,0.0,44.08987000000593,44.08987000000593,1.0,1282.5816009044647,,,,,,,,,512.4215064874575,3.2125766419150596,521.9386596679688,486.28125,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,6.902994,41.216904,782.16797,0.98324025,0.36476691611982626,1.2710546585001705,10.35675323999967,-0.9488160000020093,6.3873192484312,0.4417956480100467,6.9351715390883335,5.455600542324829
60,21180.0,0.0,0.0,43080.0,43080.0,359.0,21540.0,0.0,61.87335999998368,61.87335999998368,0.0,1305.3079488277435,,,,,,,,,512.6393960281457,2.158513073142814,518.7669677734375,500.0740051269531,0.00025000000000000006,5.421010862427522e-20,0.00025,0.00025,4.3362336,2.17727,14.9155655,1.2325662,0.5118943357547396,1.0040603832536543,5.707915312002392,-1.9999999999997726,6.3801810156186285,0.430567335079947,7.208007339735934,2.190660185419304
61,21540.0,0.0,0.0,43798.0,43798.0,359.0,21899.0,0.0,,,0.0,1338.6196336746216,,,,,,,,,,,,,,,,,,,,,,,,,6.355181303472435,0.38490670604212074,6.7253771543939305,5.608152367038926
